Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año;Ubicación
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;20;11;;;2020;18339 - Viterbo
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;29;31;;;2020;18340 - Viterbo
F430 - REACCION AL ESTRÉS AGUDO;51;22;;;2020;18341 - Viterbo
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;40;48;;;2020;18342 - Viterbo
F432 - TRASTORNOS DE ADAPTACION;705;384;;;2020;18343 - Viterbo
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;15;5;;;2020;18344 - Viterbo
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;7;2;;;2020;18345 - Viterbo
F440 - AMNESIA DISOCIATIVA;4;2;;;2020;18346 - Viterbo
F441 - FUGA DISOCIATIVA;;;;;2020;18347 - Viterbo
F442 - ESTUPOR DISOCIATIVO;;;;;2020;18348 - Viterbo
F443 - TRASTORNOS DE TRANCE Y DE POSESION;;;;;2020;18349 - Viterbo
F444 - TRASTORNOS DISOCIATIVOS DEL MOVIMIENTO;4;;;;2020;18350 - Viterbo
F445 - CONVULSIONES DISOCIATIVAS;19;10;;;2020;18351 - Viterbo
F446 - ANESTESIA DISOCIATIVA Y PERDIDA SENSORIAL;2;;;;2020;18352 - Viterbo
F447 - TRASTORNOS DISOCIATIVOS MIXTOS [Y DE CONVERSION];6;1;;;2020;18353 - Viterbo
F448 - OTROS TRASTORNOS DISOCIATIVOS [DE CONVERSION];2;1;;;2020;18354 - Viterbo
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;12;1;;;2020;18355 - Viterbo
F450 - TRASTORNO DE SOMATIZACION;7;1;;;2020;18356 - Viterbo
F451 - TRASTORNO SOMATOMORFO INDIFERENCIADO;9;9;;;2020;18357 - Viterbo
F452 - TRASTORNO HIPOCONDRIACO;1;3;;;2020;18358 - Viterbo
F453 - DISFUNCION AUTONOMICA SOMATOMORFA;1;;;;2020;18359 - Viterbo
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;131;12;;;2020;18360 - Viterbo
F458 - OTROS TRASTORNOS SOMATOMORFOS;36;3;;;2020;18361 - Viterbo
F459 - TRASTORNO SOMATOMORFO, NO ESPECIFICADO;11;5;;;2020;18362 - Viterbo
F480 - NEURASTENIA;4;;;1;2020;18363 - Viterbo
F481 - SINDROME DE DESPERSONALIZACION Y DESVINCULACION DE LA REALIDAD;;1;;;2020;18364 - Viterbo
F488 - OTROS TRASTORNOS NEUROTICOS ESPECIFICADOS;;;;;2020;18365 - Viterbo
F489 - TRASTORNO NEUROTICO, NO ESPECIFICADO;1;2;;;2020;18366 - Viterbo
F500 - ANOREXIA NERVIOSA;11;;;;2020;18367 - Viterbo
F501 - ANOREXIA NERVIOSA ATIPICA;;;;;2020;18368 - Viterbo
F502 - BULIMIA NERVIOSA;5;;;;2020;18369 - Viterbo
F503 - BULIMIA NERVIOSA ATIPICA;;;;;2020;18370 - Viterbo
F504 - HIPERFAGIA ASOCIADA CON OTRAS ALTERACIONES PSICOLOGICAS;1;;;;2020;18371 - Viterbo
F505 - VOMITOS ASOCIADOS CON OTRAS ALTERACIONES PSICOLOGICAS;1;;;;2020;18372 - Viterbo
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;19;15;;;2020;18373 - Viterbo
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;11;12;;;2020;18374 - Viterbo
F510 - INSOMNIO NO ORGANICO;251;164;;;2020;18375 - Viterbo
F511 - HIPERSOMNIO NO ORGANICO;7;2;;;2020;18376 - Viterbo
F512 - TRASTORNO NO ORGANICO DEL CICLO SUEÑO-VIGILIA;2;4;;;2020;18377 - Viterbo
F513 - SONAMBULISMO;3;3;;;2020;18378 - Viterbo
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];10;13;;;2020;18379 - Viterbo
F515 - PESADILLAS;1;2;;;2020;18380 - Viterbo
F518 - OTROS TRASTORNOS NO ORGANICOS DEL SUEÑO;14;12;;;2020;18381 - Viterbo
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;5;4;;;2020;18382 - Viterbo
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;48;49;;;2020;18383 - Viterbo
F521 - AVERSION AL SEXO Y FALTA DE GOCE SEXUAL;6;1;;;2020;18384 - Viterbo
F522 - FALLA DE LA RESPUESTA GENITAL;5;79;;;2020;18385 - Viterbo
F523 - DISFUNCION ORGASMICA;6;15;;;2020;18386 - Viterbo
F524 - EYACULACION PRECOZ;;63;;;2020;18387 - Viterbo
F525 - VAGINISMO NO ORGANICO;17;;;;2020;18388 - Viterbo
F526 - DISPAREUNIA NO ORGANICA;8;1;;;2020;18389 - Viterbo
F527 - IMPULSO SEXUAL EXCESIVO;;3;;;2020;18390 - Viterbo
F528 - OTRAS DISFUNCIONES SEXUALES, NO OCASIONADAS POR TRASTORNO NI POR ENFERMEDAD ORGANICOS;1;29;;;2020;18391 - Viterbo
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;2;90;;;2020;18392 - Viterbo
F530 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO LEVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2020;18393 - Viterbo
F531 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO GRAVES, ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2020;18394 - Viterbo
F538 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;;;;;2020;18395 - Viterbo
F539 - TRASTORNO MENTAL PUERPERAL, NO ESPECIFICADO;1;;;;2020;18396 - Viterbo
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;11;16;;;2020;18397 - Viterbo
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;4;18;;;2020;18398 - Viterbo
F59X - SINDROMES DEL COMPORTAMIENTO ASOCIADOS CON ALTERACIONES FISIOLOGICAS Y FACTORES FISICOS, NO ESPECIFICADOS;1;1;;;2020;18399 - Viterbo
F600 - TRASTORNO PARANOIDE DE LA PERSONALIDAD;;2;;;2020;18400 - Viterbo
F601 - TRASTORNO ESQUIZOIDE DE LA PERSONALIDAD;2;5;;;2020;18401 - Viterbo
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;2;2;;;2020;18402 - Viterbo
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;46;7;;;2020;18403 - Viterbo
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;2;;;;2020;18404 - Viterbo
F605 - TRASTORNO ANANCASTICO DE LA PERSONALIDAD;2;5;;;2020;18405 - Viterbo
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);2;3;;;2020;18406 - Viterbo
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;1;;;;2020;18407 - Viterbo
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;8;6;;;2020;18408 - Viterbo
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;15;12;;;2020;18409 - Viterbo
F61X - TRASTORNOS MIXTOS Y OTROS TRASTORNOS DE LA PERSONALIDAD;1;1;;;2020;18410 - Viterbo
F620 - CAMBIO PERDURABLE DE LA PERSONALIDAD DESPUES DE UNA EXPERIENCIA CATASTROFICA;;;;;2020;18411 - Viterbo
F621 - CAMBIO PERDURABLE DE LA PERSONALIDAD CONSECUTIVO A UNA ENFERMEDAD PSIQUIATRICA;2;1;;;2020;18412 - Viterbo
F628 - OTROS CAMBIOS PERDURABLES DE LA PERSONALIDAD;4;;;;2020;18413 - Viterbo
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2020;18414 - Viterbo
F630 - JUEGO PATOLOGICO;4;14;;;2020;18415 - Viterbo
F631 - PIROMANIA;;1;;;2020;18416 - Viterbo
F632 - HURTO PATOLOGICO (CLEPTOMANIA);2;1;;;2020;18417 - Viterbo
F633 - TRICOTILOMANIA;4;2;;;2020;18418 - Viterbo
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;5;22;;;2020;18419 - Viterbo
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;7;17;;;2020;18420 - Viterbo
F640 - TRANSEXUALISMO;17;13;;;2020;18421 - Viterbo
F642 - TRASTORNO DE LA IDENTIDAD DE GENERO EN LA NIÑEZ;2;1;;;2020;18422 - Viterbo
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;22;15;;;2020;18423 - Viterbo
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;23;14;;;2020;18424 - Viterbo
F650 - FETICHISMO;;;;;2020;18425 - Viterbo
F652 - EXHIBICIONISMO;;;;;2020;18426 - Viterbo
F653 - VOYEURISMO;;;;;2020;18427 - Viterbo
F654 - PEDOFILIA;;;;;2020;18428 - Viterbo
F656 - TRASTORNOS MULTIPLES DE LA PREFERENCIA SEXUAL;;;;;2020;18429 - Viterbo
F658 - OTROS TRASTORNOS DE LA PREFERENCIA SEXUAL;1;;;;2020;18430 - Viterbo
F659 - TRASTORNO DE LA PREFERENCIA SEXUAL, NO ESPECIFICADO;;1;;;2020;18431 - Viterbo
F660 - TRASTORNO DE LA MADURACION SEXUAL;;;;;2020;18432 - Viterbo
F661 - ORIENTACION SEXUAL EGODISTONICA;;2;;;2020;18433 - Viterbo
F662 - TRASTORNO DE LA RELACION SEXUAL;6;33;;;2020;18434 - Viterbo
F668 - OTROS TRASTORNOS DEL DESARROLLO PSICOSEXUAL;1;1;;;2020;18435 - Viterbo
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;1;;;;2020;18436 - Viterbo
F680 - ELABORACION DE SINTOMAS FISICOS POR CAUSAS PSICOLOGICAS;2;1;;;2020;18437 - Viterbo
F681 - PRODUCCION INTENCIONAL O SIMULACION DE SINTOMAS O DE INCAPACIDADES, TANTO FISICAS COMO PSICOLOGICAS [TRASTORNO FACTICIO];;;;;2020;18438 - Viterbo
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;10;13;;;2020;18439 - Viterbo
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;2;8;;;2020;18440 - Viterbo
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;49;58;;1;2020;18441 - Viterbo
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;56;74;;;2020;18442 - Viterbo
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;13;16;;;2020;18443 - Viterbo
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;13;37;;;2020;18444 - Viterbo
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;15;25;;;2020;18445 - Viterbo
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;39;47;;;2020;18446 - Viterbo
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;16;24;;;2020;18447 - Viterbo
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;19;30;;;2020;18448 - Viterbo
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;4;9;;;2020;18449 - Viterbo
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;19;32;;;2020;18450 - Viterbo
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;5;6;;;2020;18451 - Viterbo
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;15;11;;;2020;18452 - Viterbo
F730 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;2;1;;;2020;18453 - Viterbo
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;5;4;;;2020;18454 - Viterbo
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;5;;;;2020;18455 - Viterbo
F739 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2020;18456 - Viterbo
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;3;1;;;2020;18457 - Viterbo
F781 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;3;2;;;2020;18458 - Viterbo
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;5;4;;;2020;18459 - Viterbo
F789 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;4;;;2020;18460 - Viterbo
F790 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;7;5;;;2020;18461 - Viterbo
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;57;72;;;2020;18462 - Viterbo
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;12;16;;;2020;18463 - Viterbo
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;14;14;;;2020;18464 - Viterbo
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;67;106;;;2020;18465 - Viterbo
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;60;128;;;2020;18466 - Viterbo
F802 - TRASTORNO DE LA RECEPCION DEL LENGUAJE;1;4;;;2020;18467 - Viterbo
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];1;;;;2020;18468 - Viterbo
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;103;227;1;;2020;18469 - Viterbo
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;113;228;;;2020;18470 - Viterbo
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;2;3;;;2020;18471 - Viterbo
F811 - TRASTORNO ESPECIFICO DEL DELETREO (ORTOGRAFIA);1;;;;2020;18472 - Viterbo
F812 - TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS;1;1;;;2020;18473 - Viterbo
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;92;121;;;2020;18474 - Viterbo
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;97;169;1;;2020;18475 - Viterbo
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;118;157;;1;2020;18476 - Viterbo
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;3;11;;;2020;18477 - Viterbo
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;11;29;;;2020;18478 - Viterbo
F840 - AUTISMO EN LA NIÑEZ;9;63;;;2020;18479 - Viterbo
F841 - AUTISMO ATIPICO;8;36;;;2020;18480 - Viterbo
F842 - SINDROME DE RETT;1;;;;2020;18481 - Viterbo
F843 - OTRO TRASTORNO DESINTEGRATIVO DE LA NIÑEZ;2;3;;;2020;18482 - Viterbo
F844 - TRASTORNO HIPERACTIVO ASOCIADO CON RETRASO MENTAL Y MOVIMIENTOS ESTEREOTIPADOS;;;;;2020;18483 - Viterbo
F845 - SINDROME DE ASPERGER;9;60;;;2020;18484 - Viterbo
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;11;35;;;2020;18485 - Viterbo
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;9;34;;;2020;18486 - Viterbo
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;8;16;;1;2020;18487 - Viterbo
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;3;9;;1;2020;18488 - Viterbo
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;270;755;2;2;2020;18489 - Viterbo
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;82;314;;1;2020;18490 - Viterbo
F908 - OTROS TRASTORNOS HIPERCINETICOS;8;26;;;2020;18491 - Viterbo
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;8;26;;;2020;18492 - Viterbo
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;29;46;;;2020;18493 - Viterbo
F911 - TRASTORNO DE LA CONDUCTA INSOCIABLE;1;9;;;2020;18494 - Viterbo
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;3;2;;;2020;18495 - Viterbo
F913 - TRASTORNO OPOSITOR DESAFIANTE;8;19;;;2020;18496 - Viterbo
F918 - OTROS TRASTORNOS DE LA CONDUCTA;108;269;;1;2020;18497 - Viterbo
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;189;403;;;2020;18498 - Viterbo
F920 - TRASTORNO DEPRESIVO DE LA CONDUCTA;13;9;;;2020;18499 - Viterbo
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;112;76;;;2020;18500 - Viterbo
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;124;103;;;2020;18501 - Viterbo
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;27;15;;;2020;18502 - Viterbo
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;1;1;;;2020;18503 - Viterbo
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;5;4;;;2020;18504 - Viterbo
F933 - TRASTORNO DE RIVALIDAD ENTRE HERMANOS;1;2;;;2020;18505 - Viterbo
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;10;17;1;;2020;18506 - Viterbo
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;7;5;;;2020;18507 - Viterbo
F940 - MUTISMO ELECTIVO;3;4;;;2020;18508 - Viterbo
F941 - TRASTORNO DE VINCULACION REACTIVA EN LA NIÑEZ;;;;;2020;18509 - Viterbo
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;42;72;1;;2020;18510 - Viterbo
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;33;51;;;2020;18511 - Viterbo
F950 - TRASTORNO POR TIC TRANSITORIO;1;;;;2020;18512 - Viterbo
F951 - TRASTORNO POR TIC MOTOR O VOCAL CRONICO;;;;;2020;18513 - Viterbo
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];1;6;;;2020;18514 - Viterbo
F958 - OTROS TRASTORNOS POR TIC;9;5;;;2020;18515 - Viterbo
F959 - TRASTORNO POR TIC, NO ESPECIFICADO;1;1;;;2020;18516 - Viterbo
F980 - ENURESIS NO ORGANICA;24;36;1;;2020;18517 - Viterbo
F981 - ECOPRESIS NO ORGANICA;1;11;;;2020;18518 - Viterbo
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;3;5;;;2020;18519 - Viterbo
F983 - PICA EN LA INFANCIA Y LA NIÑEZ;;;;;2020;18520 - Viterbo
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;4;3;;;2020;18521 - Viterbo
F985 - TARTAMUDEZ [ESPASMOFEMIA];7;15;;;2020;18522 - Viterbo
F986 - FARFULLEO;;;;;2020;18523 - Viterbo
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;81;82;;;2020;18524 - Viterbo
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;47;48;;;2020;18525 - Viterbo
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;4;7;;;2020;18526 - Viterbo
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);1;1;;;2020;17014 - Aguadas
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);;1;;;2020;17015 - Aguadas
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);4;1;;;2020;17016 - Aguadas
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;;2;;;2020;17017 - Aguadas
F018 - OTRAS DEMENCIAS VASCULARES;;;;;2020;17018 - Aguadas
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2020;17019 - Aguadas
F020 - DEMENCIA EN LA ENFERMEDAD DE PICK (G31.0†);1;;;;2020;17020 - Aguadas
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;1;;;2020;17021 - Aguadas
F024 - DEMENCIA EN LA ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH] (B22.0†);;;;;2020;17022 - Aguadas
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2020;17023 - Aguadas
F03X - DEMENCIA , NO ESPECIFICADA;6;6;;;2020;17024 - Aguadas
F050 - DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO;;;;;2020;17025 - Aguadas
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;1;;;;2020;17026 - Aguadas
F058 - OTROS DELIRIOS;;;;;2020;17027 - Aguadas
F059 - DELIRIO, NO ESPECIFICADO;3;2;;;2020;17028 - Aguadas
F063 - TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS;;;;;2020;17029 - Aguadas
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;2;2;;;2020;17030 - Aguadas
F067 - TRASTORNO COGNOSCITIVO LEVE;;1;;;2020;17031 - Aguadas
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2020;17032 - Aguadas
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;2;;;2020;17033 - Aguadas
F070 - TRASTORNO DE LA PERSONALIDAD, ORGANICO;;1;;;2020;17034 - Aguadas
F072 - SINDROME POSTCONCUSIONAL;;;;;2020;17035 - Aguadas
F078 - OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION Y DISFUNCION CEREBRALES;;;;;2020;17036 - Aguadas
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;1;;;;2020;17037 - Aguadas
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;1;;;;2020;17038 - Aguadas
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2020;17039 - Aguadas
F104 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2020;17040 - Aguadas
F105 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: TRASTORNO PSICOTICO;;;;;2020;17041 - Aguadas
F108 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17042 - Aguadas
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;1;;;2020;17043 - Aguadas
F119 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020;17044 - Aguadas
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;;;;2020;17045 - Aguadas
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;;1;;;2020;17046 - Aguadas
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;;;;;2020;17047 - Aguadas
F123 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA;;;;;2020;17048 - Aguadas
F124 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2020;17049 - Aguadas
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020;17050 - Aguadas
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020;17051 - Aguadas
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2020;17052 - Aguadas
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;1;;;;2020;17053 - Aguadas
F141 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: USO NOCIVO;;;;;2020;17054 - Aguadas
