Atención;FEMENINO;MASCULINO;NO DEFINIDO;NR - NO REPORTADO;Año
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;;;;2020
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2020
F03X - DEMENCIA , NO ESPECIFICADA;2;2;;;2020
F04X - SINDROME AMNESICO ORGANICO, NO INDUCIDO POR ACOHOL O POR OTRAS SUSTANCIAS PSICOACTIVAS;;;;;2020
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;;;;;2020
F058 - OTROS DELIRIOS;1;;;;2020
F059 - DELIRIO, NO ESPECIFICADO;;;;;2020
F063 - TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS;;;;;2020
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;;;;;2020
F065 - TRASTORNO DISOCIATIVO, ORGANICO;;;;;2020
F066 - TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO], ORGANICO;;1;;;2020
F067 - TRASTORNO COGNOSCITIVO LEVE;1;2;;;2020
F068 - OTROS TRASTORNOS MENTALES ESPECIFICADOS DEBIDOS A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;2;;;2020
F069 - TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESION Y DISFUNCION CEREBRAL Y A ENFERMEDAD FISICA;;;;;2020
F072 - SINDROME POSTCONCUSIONAL;;;;;2020
F078 - OTROS TRASTORNOS ORGANICOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO DEBIDOS A ENFERMEDAD, LESION Y DISFUNCION CEREBRALES;;1;;;2020
F079 - TRASTORNO ORGANICO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO, NO ESPECIFICADO, DEBIDO A ENFERMEDAD, LESION Y DISFUNCION CEREBRAL;;;;;2020
F09X - TRASTORNO MENTAL ORGANICO O SINTOMATICO, NO ESPECIFICADO;;;;;2020
F100 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: INTOXICACION AGUDA;;1;;;2020
F101 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: USO NOCIVO;;;;;2020
F102 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: SINDROME DE DEPENDENCIA;;;;;2020
F103 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: ESTADO DE ABSTINENCIA;;;;;2020
F108 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DEL ALCOHOL: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F112 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: SINDROME DE DEPENDENCIA;;1;;;2020
F113 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OPIACEOS: ESTADO DE ABSTINENCIA;;;;;2020
F120 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: INTOXICACION AGUDA;;;;;2020
F121 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: USO NOCIVO;;;;;2020
F122 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: SINDROME DE DEPENDENCIA;;;;;2020
F123 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: ESTADO DE ABSTINENCIA;;;;;2020
F128 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;;;;2020
F129 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE CANNABINOIDES: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020
F130 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: INTOXICACION AGUDA;;;;;2020
F131 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: USO NOCIVO;;;;;2020
F135 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE SEDANTES O HIPNOTICOS: TRASTORNO PSICOTICO;;;;;2020
F140 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: INTOXICACION AGUDA;;;;;2020
F141 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: USO NOCIVO;;1;;;2020
F142 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: SINDROME DE DEPENDENCIA;;1;;;2020
F145 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO PSICOTICO;;;;;2020
F147 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO PSICOTICO RESIDUAL Y DE COMIENZO TARDIO;;;;;2020
F149 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE COCAINA: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020
F152 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME DE DEPENDENCIA;;;;;2020
F156 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE OTROS ESTIMULANTES, INCLUIDA LA CAFEINA: SINDROME AMNESICO;;;;;2020
F163 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINOGENOS: ESTADO DE ABSTINENCIA;;;;;2020
F171 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: USO NOCIVO;;;;;2020
F172 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE TABACO: SINDROME DE DEPENDENCIA;;;;;2020
F180 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: INTOXICACION AGUDA;;;;;2020
F188 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE DISOLVENTES VOLATILES: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;1;;;2020
F190 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: INTOXICACION AGUDA;;;;;2020
F191 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: USO NOCIVO;;1;;;2020
F192 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: SINDROME DE DEPENDENCIA;2;1;;;2020
F193 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA;;1;;;2020
F194 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: ESTADO DE ABSTINENCIA CON DELIRIO;;;;;2020
F195 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO PSICOTICO;;;;;2020
F198 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: OTROS TRASTORNOS MENTALES Y DEL COMPORTAMIENTO;;1;;;2020
F199 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE MULTIPLES DROGAS Y AL USO DE OTRAS SUSTANCIAS PSICOACTIVAS: TRASTORNO MENTAL Y DEL COMPORTAMIENTO, NO ESPECIFICADO;;;;;2020
F200 - ESQUIZOFRENIA PARANOIDE;2;4;;;2020
F202 - ESQUIZOFRENIA CATATONICA;;;;;2020
F203 - ESQUIZOFRENIA INDIFERENCIADA;;2;;;2020
F206 - ESQUIZOFRENIA SIMPLE;;;;;2020
F208 - OTRAS ESQUIZOFRENIAS;;1;;;2020
F209 - ESQUIZOFRENIA, NO ESPECIFICADA;5;4;;;2020
F21X - TRASTORNO ESQUIZOTIPICO;;2;;;2020
F228 - OTROS TRASTORNOS DELIRANTES PERSISTENTES;;;;;2020
F231 - TRASTORNO PSICOTICO AGUDO POLIMORFO, CON SINTOMAS DE ESQUIZOFRENIA;;;;;2020
F232 - TRASTORNO PSICOTICO AGUDO DE TIPO ESQUIZOFRENICO;;;;;2020
F233 - OTRO TRASTORNO PSICOTICO AGUDO, CON PREDOMINIO DE IDEAS DELIRANTES;;;;;2020
F238 - OTROS TRASTORNOS PSICOTICOS AGUDOS Y TRANSITORIOS;;;;;2020
F239 - TRASTORNO PSICOTICO AGUDO Y TRANSITORIO, NO ESPECIFICADO DE TIPO ESQUIZOFRENICO;;1;;;2020
F250 - TRASTORNO ESQUIZOAFECTIVO DE TIPO MANIACO;;;;;2020
F251 - TRASTORNO ESQUIZOAFECTIVO DE TIPO DEPRESIVO;;;;;2020
F252 - TRASTORNO ESQUIZOAFECTIVO DE TIPO MIXTO;;;;;2020
F258 - OTROS TRASTORNOS ESQUIZOAFECTIVOS;;;;;2020
F259 - TRASTORNO ESQUIZOAFECTIVO, NO ESPECIFICADO;;;;;2020
F28X - OTROS TRASTORNOS PSICOTICOS DE ORIGEN NO ORGANICO;;1;;;2020
F29X - PSICOSIS DE ORIGEN NO ORGANICO, NO ESPECIFICADA;1;2;;;2020
F309 - EPISODIO MANIACO, NO ESPECIFICADO;;;;;2020
F310 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO HIPOMANIACO PRESENTE;;;;;2020
F311 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE SIN SINTOMAS PSICOTICOS;;1;;;2020
F312 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANIACO PRESENTE CON SINTOMAS PSICOTICOS;2;2;;;2020
F313 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO PRESENTE LEVE O MODERADO;4;1;;;2020
F314 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;1;;;;2020
F315 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SINTOMAS PSICOTICOS;;;;;2020
F316 - TRASTORNO AFECTIVO BIPOLAR, EPISODIO MIXTO PRESENTE;;1;;;2020
F317 - TRASTORNO AFECTIVO BIPOLAR, ACTUALMENTE EN REMISION;2;5;;;2020
F318 - OTROS TRASTORNOS AFECTIVOS BIPOLARES;17;7;;;2020
F319 - TRASTORNO AFECTIVO BIPOLAR, NO ESPECIFICADO;8;6;;;2020
F320 - EPISODIO DEPRESIVO LEVE;9;2;;;2020
F321 - EPISODIO DEPRESIVO MODERADO;14;1;;;2020
F322 - EPISODIO DEPRESIVO GRAVE SIN SINTOMAS PSICOTICOS;3;1;;;2020
F323 - EPISODIO DEPRESIVO GRAVE CON SINTOMAS PSICOTICOS;;;;;2020
F328 - OTROS EPISODIOS DEPRESIVOS;4;;;;2020
F329 - EPISODIO DEPRESIVO, NO ESPECIFICADO;13;4;;;2020
F330 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE;1;;;;2020
F331 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO MODERADO PRESENTE;4;;;;2020
F332 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE SIN SINTOMAS PSICOTICOS;1;;;;2020
F333 - TRASTORNO DEPRESIVO RECURRENTE, EPISODIO DEPRESIVO GRAVE PRESENTE, CON SINTOMAS PSICOTICOS;;;;;2020
F334 - TRASTORNO DEPRESIVO RECURRENTE ACTUALMENTE EN REMISION;1;;;;2020
F338 - OTROS TRASTORNOS DEPRESIVOS RECURRENTES;;;;;2020
F339 - TRASTORNO DEPRESIVO RECURRENTE, NO ESPECIFICADO;1;;;;2020
F340 - CICLOTIMIA;1;;;;2020
F341 - DISTIMIA;;;;;2020
F380 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], AISLADOS;;;;;2020
F388 - OTROS TRASTORNOS DEL HUMOR [AFECTIVOS], ESPECIFICADOS;;;;;2020
F39X - TRASTORNO DEL HUMOR [AFECTIVO], NO ESPECIFICADO;;;;;2020
F400 - AGORAFOBIA;;1;;;2020
F401 - FOBIAS SOCIALES;;;;;2020
F402 - FOBIAS ESPECIFICADAS [AISLADAS];;;;;2020
F408 - OTROS TRASTORNOS FOBICOS DE ANSIEDAD;;;;;2020
F409 - TRASTORNO FOBICO DE ANSIEDAD, NO ESPECIFICADO;;;;;2020
F410 - TRASTORNO DE PANICO [ANSIEDAD PAROXISTICA EPISODICA];1;1;;;2020
F411 - TRASTORNO DE ANSIEDAD GENERALIZADA;3;;;;2020
F412 - TRASTORNO MIXTO DE ANSIEDAD Y DEPRESION;23;6;;;2020
F413 - OTROS TRASTORNOS DE ANSIEDAD MIXTOS;4;1;;;2020
F418 - OTROS TRASTORNOS DE ANSIEDAD ESPECIFICADOS;1;3;;;2020
F419 - TRASTORNO DE ANSIEDAD , NO ESPECIFICADO;16;6;;1;2020
F420 - PREDOMINIO DE PENSAMIENTOS O RUMIACIONES OBSESIVAS;;1;;;2020
F421 - PREDOMINIO DE ACTOS COMPULSIVOS [RITUALES OBSESIVOS];;;;;2020
F422 - ACTOS E IDEAS OBSESIVAS MIXTOS;;;;;2020
F428 - OTROS TRASTORNOS OBSESIVO-COMPULSIVOS;;;;;2020
F429 - TRASTORNO OBSESIVO-COMPULSIVO, NO ESPECIFICADO;1;1;;;2020
F430 - REACCION AL ESTRÉS AGUDO;;;;;2020
F431 - TRASTORNO DE ESTRÉS POSTRAUMATICO;;;;;2020
F432 - TRASTORNOS DE ADAPTACION;9;5;;;2020
F438 - OTRAS REACCIONES AL ESTRÉS GRAVE;;;;;2020
F439 - REACCION AL ESTRÉS GRAVE, NO ESPECIFICADA;;;;;2020
F440 - AMNESIA DISOCIATIVA;;;;;2020
F441 - FUGA DISOCIATIVA;;;;;2020
F449 - TRASTORNO DISOCIATIVO [DE CONVERSION], NO ESPECIFICADO;;;;;2020
F450 - TRASTORNO DE SOMATIZACION;1;;;;2020
F452 - TRASTORNO HIPOCONDRIACO;2;;;;2020
F454 - TRASTORNO DE DOLOR PERSISTENTE SOMATOMORFO;1;;;;2020
F458 - OTROS TRASTORNOS SOMATOMORFOS;1;;;;2020
F480 - NEURASTENIA;;1;;;2020
F489 - TRASTORNO NEUROTICO, NO ESPECIFICADO;;;;;2020
F502 - BULIMIA NERVIOSA;;;;;2020
F508 - OTROS TRASTORNOS DE LA INGESTION DE ALIMENTOS;1;1;;;2020
F509 - TRASTORNO DE LA INGESTION DE ALIMENTOS, NO ESPECIFICADO;;;;;2020
F510 - INSOMNIO NO ORGANICO;1;2;;;2020
F511 - HIPERSOMNIO NO ORGANICO;;;;;2020
F513 - SONAMBULISMO;;;;;2020
F514 - TERRORES DEL SUEÑO [TERRORES NOCTURNOS];1;;;;2020
F519 - TRASTORNO NO ORGANICO DEL SUEÑO, NO ESPECIFICADO;;1;;;2020
F520 - FALTA O PERDIDA DEL DESEO SEXUAL;;;;;2020
F522 - FALLA DE LA RESPUESTA GENITAL;1;;;;2020
F523 - DISFUNCION ORGASMICA;;;;;2020
F524 - EYACULACION PRECOZ;;;;;2020
F525 - VAGINISMO NO ORGANICO;;;;;2020
F526 - DISPAREUNIA NO ORGANICA;;;;;2020
F529 - DISFUNCION SEXUAL, NO OCASIONADA POR TRASTORNO NI POR ENFERMEDAD ORGANICOS, NO ESPECIFICADA;;1;;;2020
F538 - TRASTORNOS MENTALES Y DEL COMPORTAMIENTO ASOCIADOS CON EL PUERPERIO, NO CLASIFICADOS EN OTRA PARTE;1;;;;2020
F54X - FACTORES PSICOLOGICOS Y DEL COMPORTAMIENTO ASOCIADOS CON TRASTORNOS O ENFERMEDADES CLASIFICADOS EN OTRA PARTE;;;;;2020
F55X - ABUSO DE SUSTANCIAS QUE NO PRODUCEN DEPENDENCIA;;;;;2020
F602 - TRASTORNO ASOCIAL DE LA PERSONALIDAD;;;;;2020
F603 - TRASTORNO DE LA PERSONALIDAD EMOCIONALMENTE INESTABLE;;1;;;2020
F604 - TRASTORNO HISTRIONICO DE LA PERSONALIDAD;;;;;2020
F606 - TRASTORNO DE LA PERSONALIDAD ANSIOSA (EVASIVA, ELUSIVA);;;;;2020
F607 - TRASTORNO DE LA PERSONALIDAD DEPENDIENTE;2;;;;2020
F608 - OTROS TRASTORNOS ESPECIFICOS DE LA PERSONALIDAD;;;;;2020
F609 - TRASTORNO DE LA PERSONALIDAD, NO ESPECIFICADO;1;;;;2020
F629 - CAMBIO PERDURABLE DE LA PERSONALIDAD, NO ESPECIFICADO;;;;;2020
F630 - JUEGO PATOLOGICO;;;;;2020
F633 - TRICOTILOMANIA;;;;;2020
F638 - OTROS TRASTORNOS DE LOS HABITOS Y DE LOS IMPULSOS;;;;;2020
F639 - TRASTORNO DE LOS HABITOS Y DE LOS IMPULSOS, NO ESPECIFICADO;;;;;2020
F648 - OTROS TRASTORNOS DE LA IDENTIDAD DE GENERO;;1;;;2020
F649 - TRASTORNO DE LA IDENTIDAD DE GENERO, NO ESPECIFICADO;;1;;;2020
F662 - TRASTORNO DE LA RELACION SEXUAL;;;;;2020
F669 - TRASTORNO DEL DESARROLLO PSICOSEXUAL, NO ESPECIFICADO;;;;;2020
F688 - OTROS TRASTORNOS ESPECIFICADOS DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS;;;;;2020
F69X - TRASTORNO DE LA PERSONALIDAD Y DEL COMPORTAMIENTO EN ADULTOS, NO ESPECIFICADO;;;;;2020
F700 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020
F701 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2020
F708 - RETRASO MENTAL LEVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F709 - RETRASO MENTAL LEVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;1;;;;2020
F710 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2020
F711 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;1;;;2020
F718 - RETRASO MENTAL MODERADO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F719 - RETRASO MENTAL MODERADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;1;;;2020
F720 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;1;;;2020
F721 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;1;;;;2020
F728 - RETRASO MENTAL GRAVE: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F729 - RETRASO MENTAL GRAVE: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020
F731 - RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;;;;;2020
F738 - RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F780 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: DETERIORO DEL COMPORTAMIENTO NULO O MINIMO;;;;;2020
F788 - OTROS TIPOS DE RETRASO MENTAL PROFUNDO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F791 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO SIGNIFICATIVO, QUE REQUIERE ATENCION O TRATAMIENTO;3;;;;2020
F798 - RETRASO MENTAL, NO ESPECIFICADO: OTROS DETERIOROS DEL COMPORTAMIENTO;;;;;2020
F799 - RETRASO MENTAL, NO ESPECIFICADO: DETERIORO DEL COMPORTAMIENTO DE GRADO NO ESPECIFICADO;;;;;2020
F800 - TRASTORNO ESPECIFICO DE LA PRONUNCIACION;;1;;;2020
F801 - TRASTORNO DEL LENGUAJE EXPRESIVO;;;;;2020
F803 - AFASIA ADQUIRIDA CON EPILEPSIA [LANDAU-KLEFFNER];;;;;2020
F808 - OTROS TRASTORNOS DEL DESARROLLO DEL HABLA Y DEL LENGUAJE;;2;;;2020
F809 - TRASTORNO DEL DESARROLLO DEL HABLA Y DEL LENGUAJE NO ESPECIFICADO;2;1;;;2020
F810 - TRASTORNO ESPECIFICO DE LA LECTURA;;;;;2020
F812 - TRASTORNO ESPECIFICO DE LAS HABILIDADES ARITMETICAS;;;;;2020
F813 - TRASTORNO MIXTO DE LAS HABILIDADES ESCOLARES;2;4;;;2020
F818 - OTROS TRASTORNOS DEL DESARROLLO DE LAS HABILIDADES ESCOLARES;;;;;2020
F819 - TRASTORNO DEL DESARROLLO DE LAS HABILIDADES ESCOLARES, NO ESPECIFICADO;1;1;;;2020
F82X - TRASTORNO ESPECIFICO DEL DESARROLLO DE LA FUNCION MOTRIZ;;;;;2020
F83X - TRASTORNOS ESPECIFICOS MIXTOS DEL DESARROLLO;;1;;;2020
F840 - AUTISMO EN LA NIÑEZ;;;;;2020
F845 - SINDROME DE ASPERGER;;;;;2020
F848 - OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO;1;;;;2020
F849 - TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO;;;;;2020
F88X - OTROS TRASTORNOS DEL DESARROLLO PSICOLOGICO;;1;;;2020
F89X - TRASTORNO DEL DESARROLLO PSICOLOGICO, NO ESPECIFICADO;;;;;2020
F900 - PERTURBACION DE LA ACTIVIDAD Y DE LA ATENCION;2;3;;;2020
F901 - TRASTORNO HIPERCINETICO DE LA CONDUCTA;1;5;;;2020
F908 - OTROS TRASTORNOS HIPERCINETICOS;;2;;;2020
F909 - TRASTORNO HIPERCINETICO, NO ESPECIFICADO;;;;;2020
F910 - TRASTORNO DE LA CONDUCTA LIMITADO AL CONTEXTO FAMILIAR;;1;;;2020
F912 - TRASTORNO DE LA CONDUCTA SOCIABLE;;;;;2020
F918 - OTROS TRASTORNOS DE LA CONDUCTA;;2;;;2020
F919 - TRASTORNO DE LA CONDUCTA, NO ESPECIFICADO;;2;;;2020
F928 - OTROS TRASTORNOS MIXTOS DE LA CONDUCTA Y DE LAS EMOCIONES;1;;;;2020
F929 - TRASTORNO MIXTO DE LA CONDUCTA Y DE LAS EMOCIONES, NO ESPECIFICADO;1;;;;2020
F930 - TRASTORNO DE ANSIEDAD DE SEPARACION EN LA NIÑEZ;;;;;2020
F931 - TRASTORNO DE ANSIEDAD FOBICA EN LA NIÑEZ;;1;;;2020
F932 - TRASTORNO DE ANSIEDAD SOCIAL EN LA NIÑEZ;;;;;2020
F938 - OTROS TRASTORNOS EMOCIONALES EN LA NIÑEZ;;;;;2020
F939 - TRASTORNO EMOCIONAL EN LA NIÑEZ, NO ESPECIFICADO;;1;;;2020
F940 - MUTISMO ELECTIVO;;;;;2020
F948 - OTROS TRASTORNOS DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ;2;;;;2020
F949 - TRASTORNO DEL COMPORTAMIENTO SOCIAL EN LA NIÑEZ, NO ESPECIFICADO;;;;;2020
F952 - TRASTORNOS POR TICS MOTORES Y VOCALES MULTIPLES COMBINADOS [DE LA TOURETTE];;;;;2020
F958 - OTROS TRASTORNOS POR TIC;;;;;2020
F980 - ENURESIS NO ORGANICA;;;;;2020
F981 - ECOPRESIS NO ORGANICA;;;;;2020
F982 - TRASTORNO DE LA INGESTION ALIMENTARIA EN LA INFANCIA Y EN LA NIÑEZ;;;;;2020
F984 - TRASTORNOS DE LOS MOVIMIENTOS ESTEREOTIPADOS;;;;;2020
F985 - TARTAMUDEZ [ESPASMOFEMIA];;;;;2020
F988 - OTROS TRASTORNOS EMOCIONALES Y DEL COMPORTAMIENTO QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;;;;;2020
F989 - TRASTORNOS NO ESPECIFICADOS, EMOCIONALES Y DEL COMPORTAMIENTO, QUE APARECEN HABITUALMENTE EN LA NIÑEZ Y EN LA ADOLESCENCIA;1;;;;2020
F99X - TRASTORNO MENTAL, NO ESPECIFICADO;;;;;2020
17653 - Salamina;403;311;1;1;2020
F000 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TEMPRANO (G30.0†);;;;;2020
F001 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, DE COMIENZO TARDIO (G30.1†);2;2;;;2020
F002 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, ATIPICA O DE TIPO MIXTO (G30.8†);1;1;;;2020
F009 - DEMENCIA EN LA ENFERMEDAD DE ALZHEIMER, NO ESPECIFICADA (G30.9†);9;2;;;2020
F010 - DEMENCIA VASCULAR DE COMIENZO AGUDO;;1;;;2020
F011 - DEMENCIA VASCULAR POR INFARTOS MULTIPLES;;;;;2020
F013 - DEMENCIA VASCULAR MIXTA, CORTICAL Y SUBCORTICAL;2;1;;;2020
F018 - OTRAS DEMENCIAS VASCULARES;;;;;2020
F019 - DEMENCIA VASCULAR, NO ESPECIFICADA;;1;;;2020
F021 - DEMENCIA EN LA ENFERMEDAD DE CREUTZFELDT-JAKOB (A81.0†);;;;;2020
F023 - DEMENCIA EN LA ENFERMEDAD DE PARKINSON (G20†);;;;;2020
F028 - DEMENCIA EN OTRAS ENFERMEDADES ESPECIFICADAS CLASIFICADAS EN OTRA PARTE;;;;;2020
F03X - DEMENCIA , NO ESPECIFICADA;8;8;;;2020
F050 - DELIRIO NO SUPERPUESTO A UN CUADRO DE DEMENCIA, ASI DESCRITO;;;;;2020
F051 - DELIRIO SUPERPUESTO A UN CUADRO DE DEMENCIA;;;;;2020
F058 - OTROS DELIRIOS;1;1;;;2020
F059 - DELIRIO, NO ESPECIFICADO;2;3;;;2020
F061 - TRASTORNO CATATONICO, ORGANICO;;;;;2020
F063 - TRASTORNOS DEL HUMOR [AFECTIVOS], ORGANICOS;;;;;2020
F064 - TRASTORNO DE ANSIEDAD, ORGANICO;2;1;;;2020
F065 - TRASTORNO DISOCIATIVO, ORGANICO;;;;;2020
F066 - TRASTORNO DE LABILIDAD EMOCIONAL [ASTENICO], ORGANICO;;;;;2020
F067 - TRASTORNO COGNOSCITIVO LEVE;;1;;;2020
